,id,Category,Name,Amount,Unit,List_Price,Price_per_unit_of_measure,Currency
7058,5895629,bio-e-escolhas-alimentares,Tortitas de Arroz 3 Cereais sem Glúten,0.13,KG,1.87,14.38,€
7059,5245102,bio-e-escolhas-alimentares,Flocos Aveia Grossos Integral,0.4,KG,1.19,2.98,€
7060,7577476,bio-e-escolhas-alimentares,Chá Diário Drenante sem Glúten,60.0,UN,29.99,29.99,€
7061,5344022,bio-e-escolhas-alimentares,Suplemento ZMA Cápsulas,90.0,UN,23.99,0.27,€
7062,7366348,bio-e-escolhas-alimentares,Maçã Gala Biológica,0.5,KG,1.99,3.98,€
7063,7523115,bio-e-escolhas-alimentares,Proteína Whey Concentrada de Baunilha,1.0,KG,24.99,24.99,€
7064,7156318,bio-e-escolhas-alimentares,Panqueca Instantânea,1.25,KG,22.99,18.39,€
7065,7094371,bio-e-escolhas-alimentares,Crackies Mini de Milho com Sal sem Glúten,0.2,KG,2.62,13.10,€
7066,7140420,bio-e-escolhas-alimentares,Doce Morango,0.28,KG,2.99,10.68,€
7067,6338225,bio-e-escolhas-alimentares,Bolachas Aveia,0.25,KG,2.99,11.96,€
7068,7363135,bio-e-escolhas-alimentares,Hambúrguer Powered By Plants,0.4,KG,5.49,13.73,€
7069,4886486,bio-e-escolhas-alimentares,Gelado Calippo Mix,0.525,LT,2.49,4.74,€
7070,6783983,bio-e-escolhas-alimentares,Iogurte Grego Magro Natural,0.44,KG,2.35,5.34,€
7071,5877167,bio-e-escolhas-alimentares,Pastilhas Elásticas Max Splash Strawberry Lime,0.022,KG,1.09,49.55,€
7072,6173733,bio-e-escolhas-alimentares,Hambúrguer de Cogumelos,0.16,KG,3.39,21.19,€
7073,6632939,bio-e-escolhas-alimentares,Snack Bolacha e Nata Proteína,0.03,KG,0.79,26.33,€
7074,5515843,bio-e-escolhas-alimentares,Granola Cereais Dourados,0.35,KG,2.99,8.54,€
7075,7584004,bio-e-escolhas-alimentares,Bebida de Chocolate Solúvel sem Glúten,0.7,KG,6.99,9.99,€
7076,7271628,bio-e-escolhas-alimentares,Massa Macarrão Penne,0.5,KG,1.31,2.62,€
7078,5895827,bio-e-escolhas-alimentares,Iogurte Aroma Manga e Baunilha,0.4,KG,2.25,5.63,€
7079,7523117,bio-e-escolhas-alimentares,Proteína Whey Concentrada de Morango,1.0,KG,24.99,24.99,€
7081,6786166,bio-e-escolhas-alimentares,Tablete de Chocolate Negro 70% Cacau,0.09,KG,2.99,33.22,€
7082,7363139,bio-e-escolhas-alimentares,Nuggets Powered By Plants,0.368,KG,5.49,14.92,€
7083,7429767,bio-e-escolhas-alimentares,Madalenas sem Glúten,0.21,KG,2.99,14.24,€
7084,6851067,bio-e-escolhas-alimentares,Gelado Amêndoa Vegan,0.27,LT,5.49,20.33,€
7085,7046011,bio-e-escolhas-alimentares,Marinheiras,0.2,KG,2.99,14.95,€
7086,4373767,bio-e-escolhas-alimentares,Feijão com Chouriço sem Glúten,0.42,KG,2.29,5.45,€
7087,4017382,bio-e-escolhas-alimentares,Rebuçados de Mentol sem Glúten,0.25,KG,2.19,8.76,€
7088,5902731,bio-e-escolhas-alimentares,Gelatina em Pó Zero% de Morango Silvestre,0.028,KG,1.04,37.14,€
7089,7543687,bio-e-escolhas-alimentares,Iogurte Aroma Frutos Vermelhos,0.5,KG,1.4,2.80,€
7090,6462338,bio-e-escolhas-alimentares,Flocos Aveia Integral,0.5,KG,2.99,5.98,€
7091,6615626,bio-e-escolhas-alimentares,Cereais Pétalas de Chocolate,0.375,KG,1.69,4.51,€
7092,6688386,bio-e-escolhas-alimentares,Tablete de Chocolate Culinária 85% sem Glúten,0.2,KG,3.09,15.45,€
7093,5046346,bio-e-escolhas-alimentares,Ketchup Top Down sem Glúten,0.25,KG,1.69,6.76,€
7094,5948636,bio-e-escolhas-alimentares,Empanadilha Espinafres e Queijo,0.33,KG,4.39,13.30,€
7095,7096539,bio-e-escolhas-alimentares,Manteiga de Amendoim Crunchy sem Glúten,0.34,KG,4.49,13.21,€
7096,7628072,bio-e-escolhas-alimentares,Pudim Proteína Caramelo Salgado,0.2,KG,1.49,7.45,€
7097,4022143,bio-e-escolhas-alimentares,Rebuçados de Limão e Melisa sem Glúten,0.1,KG,2.59,25.90,€
7099,5593796,bio-e-escolhas-alimentares,Hambúrgueres de Vaca sem Glúten,0.32,KG,3.76,11.75,€
7100,5411520,bio-e-escolhas-alimentares,Molho de Soja,0.15,LT,4.09,27.27,€
7101,7184412,bio-e-escolhas-alimentares,Gelado Manga 100% Fruta,0.24,LT,2.49,10.38,€
7102,5344104,bio-e-escolhas-alimentares,Tofu Natural sem Glúten,0.25,KG,2.99,11.96,€
7103,7064813,bio-e-escolhas-alimentares,Soja em Pedaços Molho Mediterrâneo,0.18,KG,3.99,22.17,€
7104,6679439,bio-e-escolhas-alimentares,Chocolate Zero de Leite,0.03,KG,0.99,33.00,€
7105,6831305,bio-e-escolhas-alimentares,Manjericão,0.011,KG,2.01,182.73,€
7106,7393891,bio-e-escolhas-alimentares,Barras de Cereais Go Free Corn Flakes sem Glúten,0.088,KG,1.4,15.91,€
7107,6542725,bio-e-escolhas-alimentares,Barras de Cereais Crunchy Aveia e Mel,0.21,KG,3.19,15.19,€
7108,7115209,bio-e-escolhas-alimentares,Iogurte Proteína Kvarg Pro+ Morango e Lima,0.15,KG,0.88,5.87,€
7109,7682241,bio-e-escolhas-alimentares,"Iogurte Magro Aroma Coco, Manga e Pêssego",0.96,KG,2.34,2.44,€
7110,6709785,bio-e-escolhas-alimentares,Tortitas de Arroz Multicereais sem Glúten,0.13,KG,1.29,9.92,€
7111,7394706,bio-e-escolhas-alimentares,Cereais All Bran Fibre Plus,0.5,KG,4.39,8.78,€
7112,4506391,bio-e-escolhas-alimentares,Bolachas Crackers com Sal,0.25,KG,2.29,9.16,€
7113,7204513,bio-e-escolhas-alimentares,Gengibre em Pasta sem Glúten,0.21,KG,2.8,13.33,€
7114,5468975,bio-e-escolhas-alimentares,Bombons de Chocolate Sortidos de Chocolate com Recheio,0.2,KG,2.99,14.95,€
7115,5313099,bio-e-escolhas-alimentares,Nestlé Sobremesas Tablete de Chocolate Culinária 44%,0.2,KG,2.12,10.60,€
7116,5895732,bio-e-escolhas-alimentares,Grão de Bico,0.5,KG,3.0,6.00,€
7117,6561373,bio-e-escolhas-alimentares,Hambúrguer de Caril,0.16,KG,3.39,21.19,€
7118,4693143,bio-e-escolhas-alimentares,Bolachas Recheadas Duplo Creme,0.185,KG,1.79,9.68,€
7119,5652560,bio-e-escolhas-alimentares,Bolo de Arroz sem Glúten,0.225,KG,3.56,15.82,€
7120,7497972,bio-e-escolhas-alimentares,Pastilhas Elásticas de Menta,0.021,KG,1.99,94.76,€
7121,5714928,bio-e-escolhas-alimentares,Açúcar Mascavado com Stevia,0.5,KG,3.45,6.90,€
7122,6819560,bio-e-escolhas-alimentares,Flocos Aveia Integral Finos,0.4,KG,1.29,3.23,€
7123,7455630,bio-e-escolhas-alimentares,Queijo Brie sem Lactose,0.125,KG,3.1,24.80,€
7124,7026920,bio-e-escolhas-alimentares,Hambúrguer Vegetariano de Espinafres,0.16,KG,4.39,27.44,€
7125,5895603,bio-e-escolhas-alimentares,Biscoitos Coco,0.22,KG,2.59,11.77,€
7126,6618096,bio-e-escolhas-alimentares,Snack Proteína Caramelo,0.03,KG,0.79,26.33,€
7128,2480468,bio-e-escolhas-alimentares,Ketchup Squeezable sem Glúten,0.342,KG,2.43,7.11,€
7129,7298459,bio-e-escolhas-alimentares,Iogurte Polpa Manga sem Lactose,0.48,KG,2.48,5.17,€
7130,5895823,bio-e-escolhas-alimentares,Iogurte Natural,0.125,KG,1.14,9.12,€
7131,7618694,bio-e-escolhas-alimentares,Iogurte Líquido Proteína Kvarg Pro+ Caramelo,0.33,KG,1.6,4.85,€
7133,6262348,bio-e-escolhas-alimentares,Café Moído Torrado Moagem Universal Int 7,0.22,KG,4.79,21.77,€
7134,5726251,bio-e-escolhas-alimentares,Iogurte Líquido Natural Açucarado sem Lactose,0.68,KG,2.78,4.09,€
7135,2232384,bio-e-escolhas-alimentares,Biscoitos de Amêndoa,0.25,KG,3.09,14.05,€
7136,7612909,bio-e-escolhas-alimentares,Barra Proteína Vegetal Caramelo Zero sem Glúten,0.055,KG,1.99,36.18,€
7138,7383378,bio-e-escolhas-alimentares,Pimento Piquillo sem Glúten,0.99,KG,2.19,5.48,€
7139,5316690,bio-e-escolhas-alimentares,Drageias de Fruta sem Glúten,0.12,KG,2.4,20.00,€
7140,6207593,bio-e-escolhas-alimentares,Tapioca Hidratada sem Glúten,0.5,KG,4.49,8.98,€
7141,7466372,bio-e-escolhas-alimentares,Tablete de Chocolate Culinária Caramelo e Sal sem Glúten,0.2,KG,2.24,11.20,€
7142,7358209,bio-e-escolhas-alimentares,Bolacha 5 Cereais e Framboesa,0.16,KG,2.39,14.94,€
7143,7132683,bio-e-escolhas-alimentares,Iogurte Proteína Kvarg Chocolate Branco,0.15,KG,0.88,5.87,€
7144,3896845,bio-e-escolhas-alimentares,Molho Inglês,0.12,LT,1.69,14.08,€
7145,7188269,bio-e-escolhas-alimentares,"Tortitas Vitalday de Arroz, Chocolate e Framboesa sem Glúten",0.12240000000000001,KG,2.89,27.79,€
7146,7128715,bio-e-escolhas-alimentares,Flocos Aveia Finos Integral,0.4,KG,0.79,1.98,€
7147,7305356,bio-e-escolhas-alimentares,Papas de Aveia Banana e Maçã Saqueta,0.11,KG,1.35,13.50,€
7148,6555420,bio-e-escolhas-alimentares,Marinheiras de Chia,0.2,KG,2.99,14.95,€
7149,5895826,bio-e-escolhas-alimentares,Iogurte Aroma Baunilha,0.4,KG,2.25,5.63,€
7150,7458492,bio-e-escolhas-alimentares,Vinagre de Romã Gourmet,0.25,LT,2.0,8.00,€
7151,5962595,bio-e-escolhas-alimentares,Pizza Ristorante de Mozzarella sem Glúten,0.37,KG,5.55,15.00,€
7152,7522369,bio-e-escolhas-alimentares,Suplemento BCAA de Melancia,0.5,KG,23.75,44.81,€
7153,5477246,bio-e-escolhas-alimentares,Iogurte Pedaços Frutos do Bosque,0.15,KG,1.65,11.00,€
7154,2092984,bio-e-escolhas-alimentares,Caramelo Líquido sem Glúten,0.4,KG,1.45,3.63,€
7155,5874366,bio-e-escolhas-alimentares,Drageias Gorila Go Fresh Spearmint,0.02,UN,0.76,38.00,€
7156,7327118,bio-e-escolhas-alimentares,Gomas Colas Brilho sem Glúten,0.3,KG,1.49,4.97,€
7158,7520099,bio-e-escolhas-alimentares,Molho de Soja sem Glúten,0.15,LT,4.23,28.20,€
7159,7382507,bio-e-escolhas-alimentares,Laranja Biológica,0.75,KG,1.79,2.39,€
7160,5491937,bio-e-escolhas-alimentares,Pastilhas Elásticas Melão e Melancia,0.0145,KG,0.99,70.71,€
7161,3748953,bio-e-escolhas-alimentares,Maionese Magra Top Down sem Glúten,0.447,KG,3.69,8.26,€
7162,4322996,bio-e-escolhas-alimentares,Molho de Soja,0.15,LT,4.49,29.93,€
7163,4288821,bio-e-escolhas-alimentares,Bolachas de Chocolate com Recheio de Creme,0.154,KG,1.79,11.62,€
7164,7119429,bio-e-escolhas-alimentares,Adoçante com Stevia Doseador,100.0,KG,2.24,224.00,€
7165,7327981,bio-e-escolhas-alimentares,"Mix Amêndoa, Avelã e Passas Biológico",0.15,KG,2.99,19.93,€
7166,7232493,bio-e-escolhas-alimentares,Chá Verde Saquetas,20.0,UN,1.39,0.07,€
7167,2232432,bio-e-escolhas-alimentares,Arroz Integral,1.0,KG,4.23,4.23,€
7168,6561374,bio-e-escolhas-alimentares,Hambúrguer Goji,0.16,KG,3.39,21.19,€
7169,7274196,bio-e-escolhas-alimentares,Tofu Natural,0.3,KG,3.39,11.30,€
7170,7531136,bio-e-escolhas-alimentares,Iogurte Líquido Proteína Kvarg Pro+ Stracciatella,0.33,KG,1.6,4.85,€
7171,5884950,bio-e-escolhas-alimentares,Tablete de Chocolate 92% Cacau com Açúcar de Coco,0.08,KG,3.09,38.63,€
7172,5446515,bio-e-escolhas-alimentares,Bolachas Petit sem Glúten,4.0,KG,2.97,18.00,€
7173,7267899,bio-e-escolhas-alimentares,"Bolachas de Aveia, Coco e Chia",0.2,KG,2.39,11.95,€
7174,7130119,bio-e-escolhas-alimentares,Tortitas de Milho Doses sem Glúten,0.096,KG,0.99,10.31,€
7175,7706335,bio-e-escolhas-alimentares,Preparado para Mariscada Ultracongelado,1.0,KG,10.89,10.89,€
7176,7612908,bio-e-escolhas-alimentares,Barra Proteína Vegetal Indulgent Chocolate sem Glúten,0.055,KG,1.99,36.18,€
7177,6892594,bio-e-escolhas-alimentares,Iogurte Líquido Proteína Morango e Framboesa,0.3,KG,1.87,6.23,€
7178,7321871,bio-e-escolhas-alimentares,Waffles com Sabor a Baunilha,6.0,KG,2.99,19.93,€
7179,6553176,bio-e-escolhas-alimentares,Barras de Cereais Amendoins e Amêndoas com Caramelo Salgado sem Glúten,0.16,KG,3.99,24.94,€
7180,7575895,bio-e-escolhas-alimentares,Iogurte Pedaços Mirtilo,0.15,KG,1.65,11.00,€
7181,4846959,bio-e-escolhas-alimentares,Bolachas Maria sem Glúten,0.38,KG,2.67,7.03,€
7182,6046201,bio-e-escolhas-alimentares,Bebida Energética sem Açúcar,0.25,LT,0.49,1.96,€
7183,6753237,bio-e-escolhas-alimentares,Barra Amêndoa e Frutas sem Glúten,0.075,KG,1.59,21.20,€
7184,6927060,bio-e-escolhas-alimentares,"Barra de Noz, Chocolate Negro e Sal Marinho sem Glúten",0.04,KG,1.99,49.75,€
7185,7399131,bio-e-escolhas-alimentares,Cereais Estrelinhas de Manga e Abóbora +12M,0.125,KG,2.99,23.92,€
7186,5328363,bio-e-escolhas-alimentares,Molho Piri-piri Extra Forte Sacana,0.075,LT,1.99,26.53,€
7187,7545759,bio-e-escolhas-alimentares,Bolacha Recheada Chocolate sem Glúten,0.225,KG,1.82,8.09,€
7188,6297312,bio-e-escolhas-alimentares,Pastilhas Elásticas Senses Melancia,0.023,KG,0.99,43.04,€
7189,2709002,bio-e-escolhas-alimentares,Bolachas Bocaditos com Recheio de Limão,0.15,KG,1.99,13.27,€
7190,6804547,bio-e-escolhas-alimentares,Bolachas Aveia e Laranja sem Glúten,0.18,KG,1.82,10.11,€
7191,6493110,bio-e-escolhas-alimentares,Iogurte Proteína Kvarg Framboesa,0.15,KG,0.88,5.87,€
7192,6645938,bio-e-escolhas-alimentares,Pimentão Doce,0.044,KG,2.24,50.91,€
7193,7264816,bio-e-escolhas-alimentares,Bolachas de Aveia e Chocolate Negro Diet Nature,0.275,KG,3.79,13.78,€
7194,7047899,bio-e-escolhas-alimentares,Molho Barbecue Top Down,0.32,KG,1.69,5.28,€
7195,5652596,bio-e-escolhas-alimentares,Madalenas sem Glúten,0.24,KG,4.03,16.79,€
7196,4405438,bio-e-escolhas-alimentares,Bolachas Digestivas Integral,0.4,KG,2.99,€7.48, 
7197,7464671,bio-e-escolhas-alimentares,Escalopes Crocantes Vegan,0.2,UN,3.99,3.99,€
7198,5429761,bio-e-escolhas-alimentares,Cereais Corn Flakes Go Free sem Glúten,0.375,KG,2.44,6.51,€
7199,7423905,bio-e-escolhas-alimentares,Proteína Fast Recovery Laranja,0.6,KG,22.52,37.53,€
7200,7613024,bio-e-escolhas-alimentares,Pó Instantâneo Energy Boost Melancia,0.225,KG,30.9,137.33,€
7201,6718374,bio-e-escolhas-alimentares,Wrap Cereais com Sementes,0.32,KG,1.64,5.12,€
7202,7644002,bio-e-escolhas-alimentares,Bolachas Crackers Sementes e Azeite,0.185,KG,2.29,12.72,€
7203,6559323,bio-e-escolhas-alimentares,Mel de Flores,0.25,KG,4.89,19.56,€
7204,7463220,bio-e-escolhas-alimentares,Almôndegas Vegetarianas com Tomate,0.25,UN,3.55,3.55,€
7205,7154371,bio-e-escolhas-alimentares,Mini Wrap de Trigo,0.26,KG,1.49,5.73,€
7206,7140426,bio-e-escolhas-alimentares,Doce Abacaxi e Chia,0.28,KG,2.99,10.68,€
7207,7405394,bio-e-escolhas-alimentares,Iogurte Líquido Proteína Kvarg Pro+ Morango,0.33,KG,1.6,4.85,€
7208,6618092,bio-e-escolhas-alimentares,Barra Proteína Wafer Chocolate,0.04,KG,1.99,49.75,€
7209,7559241,bio-e-escolhas-alimentares,Cogumelo Marron Biológico,0.15,KG,1.99,13.27,€
7210,5487360,bio-e-escolhas-alimentares,Iogurte Pedaços Magro Muesli e Cereais,0.48,KG,2.15,4.48,€
7211,5964294,bio-e-escolhas-alimentares,Tablete de Chocolate Negro 72% Cacau sem Glúten,0.1,KG,2.39,23.90,€
7212,5895825,bio-e-escolhas-alimentares,Iogurte Aroma Stracciatella,0.4,KG,2.25,5.63,€
7213,5652601,bio-e-escolhas-alimentares,Muffins de Chocolate sem Glúten,0.24,KG,3.56,14.83,€
7214,7620809,bio-e-escolhas-alimentares,Barra de Cereais Chocolate Negro,0.126,KG,2.39,18.97,€
7215,7545758,bio-e-escolhas-alimentares,Bolacha Aveia sem Glúten,0.22,KG,1.82,8.27,€
7216,7166155,bio-e-escolhas-alimentares,Iogurte Líquido Proteína Caramelo,0.3,KG,1.87,6.23,€
7217,7521664,bio-e-escolhas-alimentares,Barra Low Sugar Morango e Chocolate,0.03,KG,1.89,63.00,€
7218,2963054,bio-e-escolhas-alimentares,Lentilhas sem Casca,0.5,KG,3.79,7.58,€
7219,2571785,bio-e-escolhas-alimentares,Azeite Virgem Extra,0.5,LT,6.78,13.56,€
7220,6979726,bio-e-escolhas-alimentares,Iogurte Bifidus Eleva Pêssego e Cenoura sem Lactose,0.46,KG,2.82,6.13,€
7221,7386210,bio-e-escolhas-alimentares,Tablete Chocolate 70% Cacau sem Glúten,0.1,KG,1.49,14.90,€
7223,7625008,bio-e-escolhas-alimentares,Sementes de Chia Biológicas,0.15,KG,2.99,19.93,€
7224,7306160,bio-e-escolhas-alimentares,Granola Superior,0.4,KG,5.99,14.98,€
7225,6011509,bio-e-escolhas-alimentares,Leite UHT Meio Gordo sem Lactose,3.0,LT,1.92,3.20,€
7226,7526165,bio-e-escolhas-alimentares,Pedaços Vegan Sabor a Frango,0.16,KG,3.09,19.31,€
7227,7181882,bio-e-escolhas-alimentares,Tiras de Coco Biológicas,0.1,KG,1.99,19.90,€
7228,7423906,bio-e-escolhas-alimentares,Proteína Fast Recovery Pina Colada,0.6,KG,22.52,37.53,€
7229,7626461,bio-e-escolhas-alimentares,Falafel Milho Doce e Quinoa,0.3,KG,4.99,16.63,€
7230,7193737,bio-e-escolhas-alimentares,Coco Fresco Pedaços,0.1,KG,1.49,14.90,€
7231,6287714,bio-e-escolhas-alimentares,Iogurte Natural com Stevia,0.5,KG,2.58,5.16,€
7232,2211119,bio-e-escolhas-alimentares,Manteiga de Amendoim Crocante sem Glúten,0.34,KG,2.99,8.79,€
7233,7235849,bio-e-escolhas-alimentares,Manteiga de Amendoim 100% Pedaços sem Glúten,0.34,KG,1.79,5.26,€
7234,6116915,bio-e-escolhas-alimentares,Espelta Tufada com Mel,0.175,KG,5.09,28.28,€
7236,3601514,bio-e-escolhas-alimentares,Néctar Frutos Vermelhos com Stevia,0.33,LT,0.67,2.03,€
7238,2000022,bio-e-escolhas-alimentares,Farinha para Molhos Express sem Glúten,0.25,KG,2.08,8.32,€
7239,7526167,bio-e-escolhas-alimentares,Hambúrguer Vegan Sabor a Frango,0.16,KG,3.09,19.31,€
7240,6903971,bio-e-escolhas-alimentares,Vegegurte Soja Natural,0.4,KG,1.12,2.80,€
7241,6589334,bio-e-escolhas-alimentares,Rebuçados Mini Mints de Menta,0.0125,KG,1.29,99.23,€
7242,6773745,bio-e-escolhas-alimentares,Vinagre de Sidra,0.5,LT,1.22,2.44,€
7243,7545583,bio-e-escolhas-alimentares,Bolachas com Cobertura Chocolate Leite Finas,0.15,KG,2.69,17.93,€
7244,7203228,bio-e-escolhas-alimentares,Cominhos Moídos,0.022,KG,2.24,101.82,€
7245,7178386,bio-e-escolhas-alimentares,Barras Cruas de Cacau e Avelã sem Glúten,0.105,KG,1.99,18.95,€
7246,3898798,bio-e-escolhas-alimentares,Beijinhos de Chocolate Recheados com Morango,0.1,KG,1.15,11.50,€
7247,7178385,bio-e-escolhas-alimentares,Barras Cruas de Maçã e Canela,0.105,KG,1.99,18.95,€
7248,7458249,bio-e-escolhas-alimentares,Iogurte Bifidus Eleva Kiwi sem Lactose,0.46,KG,1.88,4.09,€
7249,4951100,bio-e-escolhas-alimentares,Doce Mirtilo,0.25,KG,3.79,15.16,€
7250,5510134,bio-e-escolhas-alimentares,Molho Piri-piri,0.2,LT,0.38,1.90,€
7251,2231035,bio-e-escolhas-alimentares,Tortitas de Arroz Integral,0.13,KG,2.05,15.77,€
7252,7459411,bio-e-escolhas-alimentares,Gelado Salt Caramel e Brownie Vegan Sem Lactose,0.465,LT,6.79,14.60,€
7253,5848482,bio-e-escolhas-alimentares,Cereais Corn Flakes Go Free Chocolate sem Glúten,0.375,KG,2.44,6.51,€
7254,7760402,bio-e-escolhas-alimentares,Iogurte Líquido Proteína Mirtilo,0.3,KG,1.87,6.23,€
7255,7522343,bio-e-escolhas-alimentares,Ralado Sabor a Cheddar e Mozzarella,0.15,KG,2.69,17.93,€
7256,7714801,bio-e-escolhas-alimentares,Lummus de Manjericão,0.2,KG,2.99,14.95,€
7257,4877185,bio-e-escolhas-alimentares,Biscoitos Integrais de Alfarroba,0.25,KG,2.69,10.76,€
7258,2634572,bio-e-escolhas-alimentares,Molho Piri-piri,0.05,LT,2.59,51.80,€
7259,5921879,bio-e-escolhas-alimentares,Tablete de Chocolate de Leite Extrafino sem Glúten,0.125,KG,1.64,13.12,€
7260,2003363,bio-e-escolhas-alimentares,Bolachas Maria,0.2,KG,0.99,4.95,€
7261,6718364,bio-e-escolhas-alimentares,Wrap Integral,0.32,KG,1.62,5.06,€
7262,6453841,bio-e-escolhas-alimentares,Tortitas de Arroz sem Sal,0.13,KG,1.99,15.31,€
7263,6898842,bio-e-escolhas-alimentares,Bolachas Waffer de Iogurte e Limão,0.18,KG,2.19,12.17,€
7264,7306188,bio-e-escolhas-alimentares,Granola Amêndoa e Avelã,0.4,KG,5.49,13.73,€
7266,7720581,bio-e-escolhas-alimentares,Tortitas de Arroz Proteicas com Chocolate Preto,0.096,KG,2.29,23.85,€
7267,5568725,bio-e-escolhas-alimentares,Compota 4 Frutos Vermelhos,0.37,KG,4.49,12.14,€
7268,7062751,bio-e-escolhas-alimentares,Quinoa e Lentilhas ao Estilo Mexicano sem Glúten,0.25,KG,2.29,9.16,€
7269,5800165,bio-e-escolhas-alimentares,Molho Piri-piri com Alho e Louro sem Glúten,0.075,LT,2.09,27.87,€
7270,5799342,bio-e-escolhas-alimentares,Pastilhas Elásticas Fruit Lime,0.078,KG,2.95,49.17,€
7272,4951044,bio-e-escolhas-alimentares,Doce Morango,0.25,KG,3.79,15.16,€
7273,7443668,bio-e-escolhas-alimentares,Granola Chocolate,0.4,KG,5.49,13.73,€
7274,6814879,bio-e-escolhas-alimentares,Manteiga de Amendoim sem Glúten,0.32,KG,3.99,12.47,€
7276,7677642,bio-e-escolhas-alimentares,Iogurte Líquido Bifidus Eleva Manga e Cenoura sem Lactose,0.604,KG,1.97,3.26,€
7277,7714799,bio-e-escolhas-alimentares,Lummus de Beterraba,0.2,KG,2.99,14.95,€
7278,2539737,bio-e-escolhas-alimentares,Cereais Corn Flakes Milho,0.5,KG,1.79,3.58,€
7279,2004829,bio-e-escolhas-alimentares,Nestlé Sobremesas Tablete de Chocolate Culinária 53% sem Glúten,0.2,KG,2.89,14.45,€
7280,6646100,bio-e-escolhas-alimentares,Manteiga de Amendoim Cremosa sem Glúten,0.34,KG,1.79,5.26,€
7281,5455839,bio-e-escolhas-alimentares,Molho Salsa Mexicana,0.19,KG,2.89,15.21,€
7282,7285406,bio-e-escolhas-alimentares,Atum Posta em Azeite,0.12,KG,1.4,17.95,€
7283,7371328,bio-e-escolhas-alimentares,Molho Suave Dippea Hasta El Final,0.28,KG,2.09,7.46,€
7284,6403748,bio-e-escolhas-alimentares,Barra Proteína Whey&Aveia Chocolate,0.08,KG,1.39,17.38,€
7285,6753429,bio-e-escolhas-alimentares,Barra Amendoim sem Glúten,0.075,KG,1.59,21.20,€
7286,7577496,bio-e-escolhas-alimentares,Chá Abacaxi e Limão Siciliano Drenante sem Glúten,30.0,UN,24.99,24.99,€
7287,7544266,bio-e-escolhas-alimentares,Bolachas,0.17,KG,2.99,17.59,€
7290,5895582,bio-e-escolhas-alimentares,Compota Figo,0.37,KG,4.49,12.14,€
7291,5422341,bio-e-escolhas-alimentares,Farinha Amido de Milho sem Glúten,0.4,KG,1.69,4.22,€
7292,7412226,bio-e-escolhas-alimentares,Ketchup Pure 100% sem Glúten,0.468,KG,3.44,7.35,€
7293,7526164,bio-e-escolhas-alimentares,Nuggets Crocantes Vegan,0.18,KG,3.09,17.17,€
7294,5870491,bio-e-escolhas-alimentares,Óleo de Coco Virgem,0.5,LT,9.99,19.98,€
7295,7251255,bio-e-escolhas-alimentares,Bolacha Orgânica Maria Integral,0.4,KG,2.99,7.48,€
7296,7100168,bio-e-escolhas-alimentares,Yofu Soja Natural Estilo Skyr,0.4,KG,2.82,7.05,€
7297,4412124,bio-e-escolhas-alimentares,Tablete de Chocolate Plus Noir 85% Cacau sem Glúten,0.1,KG,2.69,26.90,€
7298,7464689,bio-e-escolhas-alimentares,Douradinhos Vegan,0.189,UN,3.99,3.99,€
7299,7180323,bio-e-escolhas-alimentares,Bolachas Double Creamy Proteína,0.07,KG,1.79,25.57,€
7300,7407856,bio-e-escolhas-alimentares,Barra Proteica Gourmet Chocolate E Avelã,0.08,KG,1.89,23.63,€
7301,4235631,bio-e-escolhas-alimentares,Alheira Vegetariana,0.2,KG,1.75,8.75,€
7302,6479656,bio-e-escolhas-alimentares,Massa Lasanha sem Glúten,0.25,KG,3.57,14.28,€
7303,7463222,bio-e-escolhas-alimentares,Bocados Mediterrâneos,0.16,UN,3.95,3.95,€
7304,4577985,bio-e-escolhas-alimentares,Bolachas Maria Douradas,0.4,KG,3.54,8.85,€
7305,5184539,bio-e-escolhas-alimentares,Drageias de Limão,0.035,KG,2.3,65.71,€
7306,5971300,bio-e-escolhas-alimentares,Cogumelos Laminados sem Glúten,0.185,KG,0.75,7.14,€
7307,7576427,bio-e-escolhas-alimentares,Marmelada,0.25,KG,1.99,7.96,€
7308,7380097,bio-e-escolhas-alimentares,Bebida Energética Ultra Fiesta,0.5,LT,1.35,2.70,€
7309,5772619,bio-e-escolhas-alimentares,Granola Aveia com Frutas Cruesli,0.375,KG,4.99,13.31,€
7310,6903966,bio-e-escolhas-alimentares,Massa de Lentilhas Vermelhas sem Glúten,0.25,KG,3.72,14.88,€
7311,7469019,bio-e-escolhas-alimentares,Mariscada sem Glúten Congelada,0.8,KG,7.53,9.41,€
7312,7499721,bio-e-escolhas-alimentares,Bolachas com Recheio de Framboesa  Baunilha Remix,0.157,KG,1.79,11.40,€
7313,7717085,bio-e-escolhas-alimentares,Gelatina em Pó Zero% de Frutos Vermelhos,0.026,KG,1.04,40.00,€
7314,6447186,bio-e-escolhas-alimentares,Tablete de Chocolate Negro 90% Cacau,0.08,KG,1.99,24.88,€
7315,6173734,bio-e-escolhas-alimentares,Hambúrguer de Espinafres,0.16,KG,3.39,21.19,€
7316,6847491,bio-e-escolhas-alimentares,Bebida Kombucha Ananás e Pêssego,0.4,LT,2.29,5.73,€
7317,6617968,bio-e-escolhas-alimentares,Leite com Proteína Morango,0.33,LT,1.97,5.97,€
7318,2962925,bio-e-escolhas-alimentares,Farinha de Aveia,0.5,KG,1.75,3.50,€
