,Old_index,Name,Amount,List_Price,Price_per_unit_of_measure,Currency,Store,Standardized_Category,Abbr_Category,Cabaz_product
9347,10004,Queijo Edam Fatiado,0.15,1.49,9.93,€,continete,frigorifico,FRIGO,1
9349,10006,Queijo de Cabra,0.16,3.76,23.50,€,continete,frigorifico,FRIGO,1
9350,10007,Queijo da Serra da Estrela DOP,0.5,14.14,28.28,€,continete,frigorifico,FRIGO,1
9352,10009,Queijo Mozzarella,0.125,1.78,14.24,€,continete,frigorifico,FRIGO,1
9353,10010,Queijo Aperitivo,0.15,3.76,25.07,€,continete,frigorifico,FRIGO,1
9354,10012,Queijo Cabra I'm Cheese,0.13,4.23,32.54,€,continete,frigorifico,FRIGO,1
9355,10013,Queijo Médio,1.15,13.19,15.17,€,continete,frigorifico,FRIGO,1
9358,10016,Queijo Ralado DOP,0.15,2.21,14.73,€,continete,frigorifico,FRIGO,1
9360,10018,Pérolas de Queijo com Framboesa,0.125,2.53,20.24 ,€,continete,frigorifico,FRIGO,1
9361,10019,Queijo de Cabra Mini Seia,0.3,5.65,18.83,€,continete,frigorifico,FRIGO,1
9364,10022,Queijo de Ovelha Serpa DOP,0.2,7.34,36.70,€,continete,frigorifico,FRIGO,1
9366,10024,Queijo da Ilha DOP de Cura,0.45,15.08,6.79,€,continete,frigorifico,FRIGO,1
9367,10026,Queijo de Mistura Pimenta da Terra,0.5,15.08,7.54,€,continete,frigorifico,FRIGO,1
9368,10027,Morcela de Arroz de Lamego,0.23,1.99,8.65,€,continete,frigorifico,FRIGO,2
9369,10028,Queijo de Mistura Picante da Beira Baixa DOP Quarto,0.2,4.7,23.50,€,continete,frigorifico,FRIGO,1
9370,10029,Morcela de Arroz do Fundão,0.2,2.05,10.25,€,continete,frigorifico,FRIGO,2
9372,10031,Queijo Feta DOP,0.15,3.0,20.00,€,continete,frigorifico,FRIGO,1
9378,10038,Queijo Ricotta,0.25,2.44,9.76,€,continete,frigorifico,FRIGO,1
9381,10042,Queijo de Ovelha,2.0,3.95,43.89,€,continete,frigorifico,FRIGO,1
9382,10043,Queijo de Cabra Cura Especial Quarto,0.2,5.65,28.25,€,continete,frigorifico,FRIGO,1
9385,10046,Queijo de Cabra com Azeitonas e Orégãos,0.13,3.29,25.31,€,continete,frigorifico,FRIGO,1
9389,10050,Chouriço de Frango,0.18,3.99,22.17,€,continete,frigorifico,FRIGO,10
9393,10054,Queijo Chévre,0.18,4.33,24.06,€,continete,frigorifico,FRIGO,1
9394,10055,Tábua Clássica 3 Queijos,0.27,5.64,20.89,€,continete,frigorifico,FRIGO,1
9397,10058,Queijo de Vaca e Ovelha,0.45,6.21,13.80,€,continete,frigorifico,FRIGO,1
9398,10059,Queijo de Ovelha Amanteigado Seia,1.0,18.85,18.85 ,€,continete,frigorifico,FRIGO,1
9400,10061,Queijo de Vaca da Ilha Terceira,1.18,13.66,16.12,€,continete,frigorifico,FRIGO,1
9401,10062,Queijo Puro de Cabra,0.17,4.23,24.88,€,continete,frigorifico,FRIGO,1
9405,10066,Queijo de Cabra com Alho e Ervas,0.13,3.29,25.31,€,continete,frigorifico,FRIGO,1
9406,10067,Queijo Fresco de Cabra para Barrar,0.125,2.25,18.00,€,continete,frigorifico,FRIGO,1
9407,10069,Queijo de Ovelha Curado Apimentado,0.15,2.44,16.27,€,continete,frigorifico,FRIGO,1
9408,10070,Queijo Cremoso Ovelha,0.1,1.87,18.70,€,continete,frigorifico,FRIGO,1
9411,10073,Queijo Snack de Vaca,0.18,3.29,18.28,€,continete,frigorifico,FRIGO,1
9412,10074,Queijo de Ovelha Amanteigado,0.5,9.42,18.84,€,continete,frigorifico,FRIGO,1
9414,10076,Atum fumado Noruega,0.08,3.69,46.13,€,continete,frigorifico,FRIGO,12
9418,10080,Muxama de Atum,0.11,5.69,51.73,€,continete,frigorifico,FRIGO,12
9422,10084,Queijo de Vaca,0.22,3.76,17.09,€,continete,frigorifico,FRIGO,1
9423,10085,Queijo de Cabra Reserva,1.0,10.55,23.44,€,continete,frigorifico,FRIGO,1
9424,10087,Queijo de Vaca Amanteigado,1.0,10.36,13.81,€,continete,frigorifico,FRIGO,1
9425,10088,Queijo Pimentão,0.5,7.06,14.12,€,continete,frigorifico,FRIGO,1
9428,10091,Queijo de Vaca Mistério do Pico Quarto,0.18,3.1,17.22,€,continete,frigorifico,FRIGO,1
9431,10095,Queijo Fresco de Vaca Light,0.2,1.87,9.35,€,continete,frigorifico,FRIGO,1
9433,10097,Queijo de Cabra Curado,0.47,10.36,22.04,€,continete,frigorifico,FRIGO,1
9435,10100,Queijo Gorgonzola DOP Picante,0.3,17.91,5.37,€,continete,frigorifico,FRIGO,1
9438,10103,Queijo S. Jorge DOP 12 Meses de Cura,0.3,6.97,23.23,€,continete,frigorifico,FRIGO,1
9440,10105,Tábua Seleção 3 Queijos,0.25,7.06,28.24,€,continete,frigorifico,FRIGO,1
9445,10111,Queijo Mon Petit Creamy,0.125,4.23,33.84,€,continete,frigorifico,FRIGO,1
9448,10114,Queijo Meio Gordo,0.55,7.53,13.69,€,continete,frigorifico,FRIGO,1
9450,10116,Queijo da Ilha,0.3,4.51,15.03,€,continete,frigorifico,FRIGO,1
9451,10117,Queijo Ralado,0.1,2.53,25.30,€,continete,frigorifico,FRIGO,1
9453,10119,Queijo de Cabra Semicurado,0.17,5.65,33.24,€,continete,frigorifico,FRIGO,1
9457,10123,Queijo Gouda,0.3,24.51,7.35,€,continete,frigorifico,FRIGO,1
9458,10124,Queijo de Ovelha com Sal,2.0,3.95,43.89,€,continete,frigorifico,FRIGO,1
9459,10125,Queijo Gouda Pesto Vermelho,0.22,23.57,4.71,€,continete,frigorifico,FRIGO,1
9461,10127,Queijo de Vaca e Ovelha Metades,0.45,5.65,12.56,€,continete,frigorifico,FRIGO,1
9464,10130,Queijo Cocktail Aperifrais,0.1,3.57,35.70,€,continete,frigorifico,FRIGO,1
9466,10132,Queijo de Cabra,0.23,5.08,22.09,€,continete,frigorifico,FRIGO,1
9467,10133,Queijo Amarelo da Beira Baixa DOP,0.45,7.34,16.31,€,continete,frigorifico,FRIGO,1
9469,10135,Queijo de Ovelha Amanteigado de Seia,0.9,16.87,15.18,€,continete,frigorifico,FRIGO,1
9470,10136,Queijo de Ovelha Azeitão DOP,0.25,8.0,32.00,€,continete,frigorifico,FRIGO,1
9474,10140,Queijo de Ovelha Amanteigado,1.1,17.91,19.70,€,continete,frigorifico,FRIGO,1
9476,10142,Queijo Minas Frescal,0.45,5.93,13.18,€,continete,frigorifico,FRIGO,1
9480,10146,Queijo Le Crémiot,0.2,3.29,16.45,€,continete,frigorifico,FRIGO,1
9481,10147,Queijo Azul St Agur,0.125,4.61,36.88,€,continete,frigorifico,FRIGO,1
9485,10152,Queijo Ovelha sem Lactose,0.45,10.36,23.02,€,continete,frigorifico,FRIGO,1
9488,10155,Queijo de Ovelha Nisa DOP Metades,0.52,14.14,27.19,€,continete,frigorifico,FRIGO,1
9489,10156,Queijo Gorgonzola DOP Picante,0.2,4.23,21.15,€,continete,frigorifico,FRIGO,1
9491,10158,Queijo La Brique,0.2,3.1,15.50,€,continete,frigorifico,FRIGO,1
9492,10159,Queijo de Ovelha e Cabra,0.9,16.02,14.42,€,continete,frigorifico,FRIGO,1
9495,10162,Queijo de Cabra,0.7,19.7,13.79,€,continete,frigorifico,FRIGO,1
9498,10165,Queijo Cortado,0.2,4.7,23.50,€,continete,frigorifico,FRIGO,1
9499,10166,Queijo de Vaca,0.45,4.7,10.44,€,continete,frigorifico,FRIGO,1
9500,10167,Queijo Gorgonzola DOP,0.32,17.44,5.58,€,continete,frigorifico,FRIGO,1
9501,10168,Queijo Fundido com Nozes,0.125,4.14,33.12,€,continete,frigorifico,FRIGO,1
9503,10170,Queijo de Vaca e Ovelha Amanteigado,0.4,5.93,14.83,€,continete,frigorifico,FRIGO,1
9508,10175,Mini Snacks de Salsichão com Queijo Roquefort e Noz,0.075,3.49,46.53,€,continete,frigorifico,FRIGO,1
9511,10178,Queijo Puro de Cabra com Orégãos,0.17,4.23,24.88,€,continete,frigorifico,FRIGO,1
9512,10180,Queijo de Nisa DOP,0.225,5.65,25.11,€,continete,frigorifico,FRIGO,1
9514,10182,Queijo Saint André,0.2,5.61,28.05,€,continete,frigorifico,FRIGO,1
9516,10184,Queijo de Vaca Chaumes,0.25,6.87,27.48,€,continete,frigorifico,FRIGO,1
9519,10187,Queijo Saint Marcellin IGP,0.08,2.63,32.88,€,continete,frigorifico,FRIGO,1
9523,10191,Queijo Boursault Cremoso,0.18,4.61,25.61,€,continete,frigorifico,FRIGO,1
9526,10195,Queijo Alemão com Presunto Porções,0.23,19.23,4.42,€,continete,frigorifico,FRIGO,1
9527,10196,Queijo de Mistura Curado,0.47,9.89,21.04,€,continete,frigorifico,FRIGO,1
9528,10198,Atum com Molho de Alho,0.11,4.99,45.36 ,€,continete,frigorifico,FRIGO,12
9530,10200,Queijo de Mistura Pequeno,0.21,5.65,26.90,€,continete,frigorifico,FRIGO,1
9537,10207,Queijo S. Jorge DOP 7 Meses de Cura,0.4,6.4,16.00,€,continete,frigorifico,FRIGO,1
9539,10209,Queijo de Ovelha Amanteigado,0.5,12.82,25.64,€,continete,frigorifico,FRIGO,1
9542,10212,Queijo da Ilha,1.0,13.19,13.19,€,continete,frigorifico,FRIGO,1
9544,10214,Queijo de Cabra Curado,0.47,11.59,24.66 ,€,continete,frigorifico,FRIGO,1
9547,10217,Queijo de Ovelha Amanteigado,0.5,10.83,21.66,€,continete,frigorifico,FRIGO,1
9548,10218,Queijo de Cabra Apimentado,0.8,16.5,13.20,€,continete,frigorifico,FRIGO,1
9549,10219,Queijo Brebiou,0.18,5.61,31.17,€,continete,frigorifico,FRIGO,1
9551,10221,Pérolas de Queijo com Figo,0.125,2.53,20.24,€,continete,frigorifico,FRIGO,1
9552,10222,Queijo Gouda com Ervas,0.48,18.76,9.00,€,continete,frigorifico,FRIGO,1
9553,10223,Queijo Cheddar Vintage,0.22,23.57,4.24,€,continete,frigorifico,FRIGO,1
9554,10224,Queijo de Ovelha Amanteigado,0.4,13.19,29.31,€,continete,frigorifico,FRIGO,1
9556,10226,Queijo de Ovelha Amanteigado,0.9,18.85,16.97,€,continete,frigorifico,FRIGO,1
9557,10227,Queijo de Cabra Rústico Metades,0.5,11.31,22.62,€,continete,frigorifico,FRIGO,1
9564,10235,Queijo Ovelha,0.45,11.31,25.13,€,continete,frigorifico,FRIGO,1
9565,10236,Queijo Cabra Atabafado de Pimenta Rosa,0.18,4.7,26.11,€,continete,frigorifico,FRIGO,1
9567,10238,Queijo Coulommiers,0.35,4.7,13.43,€,continete,frigorifico,FRIGO,1
9572,10245,Queijo de Ovelha Amanteigado,0.4,8.95,22.38,€,continete,frigorifico,FRIGO,1
9573,10246,Queijo de Cabra Cabrissac Com Cinza,0.15,5.27,35.13,€,continete,frigorifico,FRIGO,1
9574,10247,Queijo de Cabra Curado,1.0,16.5,16.50,€,continete,frigorifico,FRIGO,1
9575,10248,Peito de Frango em Vácuo,2.2,6.09,13.40,€,continete,peixaria_talho,PETA,10
9586,10259,Medalhões de Pescada do Cabo Ultracongelados,1.0,11.99,11.99,€,continete,peixaria_talho,PETA,11
9587,10260,Coxa de Frango,1.0,5.46,5.46,€,continete,peixaria_talho,PETA,10
9594,10267,Filetes de Pescada Congelados,1.0,6.79,6.79,€,continete,peixaria_talho,PETA,11
9596,10269,Perna de Frango em Vácuo,2.15,2.82,6.06,€,continete,peixaria_talho,PETA,10
9599,10272,Perninha de Frango,0.9,4.7,4.23,€,continete,peixaria_talho,PETA,10
9601,10274,Frango Inteiro,1.5,2.34,3.51,€,continete,peixaria_talho,PETA,10
9604,10277,Mimos de Pescada Ultracongelada,0.36,3.29,9.14,€,continete,peixaria_talho,PETA,11
9615,10289,Mimos de Pescada do Cabo Ultracongelados,1.0,9.42,9.42,€,continete,peixaria_talho,PETA,11
9622,10296,Frango Inteiro,2.8,2.34,6.55,€,continete,peixaria_talho,PETA,10
9625,10299,Rolo de Carne de Porco com Queijo e Fiambre,1.05,7.49,7.86,€,continete,peixaria_talho,PETA,1
9628,10302,Lombos de Pescada do Cabo Ultracongelados,0.4,3.76,9.40,€,continete,peixaria_talho,PETA,11
9630,10304,Frango do Campo Inteiro Com Miúdos,2.43,3.29,7.99,€,continete,peixaria_talho,PETA,10
9637,10311,Filetes de Pescada do Cabo Ultracongelados,0.4,3.57,8.92,€,continete,peixaria_talho,PETA,11
9638,10312,Bifes de Atum Ultracongelados,0.4,8.99,22.48,€,continete,peixaria_talho,PETA,12
9643,10317,Pescada Média do Cabo MSC para Cozer Ultracongelada,0.6,3.76,6.27,€,continete,peixaria_talho,PETA,11
9647,10321,Perna de Frango,1.0,4.51,4.51,€,continete,peixaria_talho,PETA,10
9652,10327,Coxa de Frango Congeladas,1.0,3.69,3.69,€,continete,peixaria_talho,PETA,10
9655,10330,Perninha de Frango Congelada,1.0,3.76,3.76,€,continete,peixaria_talho,PETA,10
9662,10337,Pescada Grande do Cabo MSC para Cozer Ultracongelada,0.8,5.65,7.06,€,continete,peixaria_talho,PETA,11
9664,10339,Perna Frango com Costa,1.5,2.82,4.23,€,continete,peixaria_talho,PETA,10
9668,10343,Medalhões de Pescada do Cabo MSC Ultracongelada,1.0,8.66,8.66,€,continete,peixaria_talho,PETA,11
9669,10344,"Rolo de Carne de Porco com Cogumelos, Bacon e Queijo",0.99,7.59,7.51,€,continete,peixaria_talho,PETA,1
9676,10351,Medalhões de Pescada do Cabo Ultracongelada,0.36,3.49,9.69,€,continete,peixaria_talho,PETA,11
9677,10352,Strogonoff de Frango do Campo,0.58,8.48,4.92,€,continete,peixaria_talho,PETA,10
9685,10360,Medalhões de Pescada sem Pele Ultracongelada,0.4,4.61,11.53,€,continete,peixaria_talho,PETA,11
9692,10367,Medalhões de Pescada do Cabo Ultracongelados,0.4,3.48,8.70,€,continete,peixaria_talho,PETA,11
9696,10371,Coxa de Frango,0.65,5.65,3.67,€,continete,peixaria_talho,PETA,10
9702,10377,Postas de Pescada Nº 5 do Chile para Cozer Ultracongeladas,0.8,14.69,18.36,€,continete,peixaria_talho,PETA,11
9703,10378,Perna de Frango Inteira Congelada,1.0,3.57,3.57,€,continete,peixaria_talho,PETA,10
9706,10381,Moelas de Frango Congeladas,1.0,2.15,2.15,€,continete,peixaria_talho,PETA,10
9708,10383,Bife de Atum Ultracongelado,0.25,3.99,15.96,€,continete,peixaria_talho,PETA,12
9714,10389,Pescada Inteira Nº 5 do Chile Congelada,2.0,12.25,24.50,€,continete,peixaria_talho,PETA,11
9741,10416,Sardinha Média Fresca,0.48,4.24,0.34,€,continete,peixaria_talho,PETA,13
9751,10427,Perna de Frango do Campo,0.8,7.06,5.65,€,continete,peixaria_talho,PETA,10
9765,10441,Lombos de Pescada MSC Ultracongelados,0.4,4.24,10.60,€,continete,peixaria_talho,PETA,11
9771,10447,Coxa de Frango do Campo,0.63,7.53,4.74,€,continete,peixaria_talho,PETA,10
9773,10449,Pescada Grande Fresca,1.73,6.59,11.40,€,continete,peixaria_talho,PETA,11
9774,10450,Hambúrguer de Frango,0.46,2.99,6.50,€,continete,peixaria_talho,PETA,10
9780,10456,Lombos de Pescada MSC Ultracongelada,1.0,9.33,9.33,€,continete,peixaria_talho,PETA,11
9781,10457,Postas Pescada Nº 3 do Cabo para Cozer Ultracongeladas,0.6,8.0,13.33,€,continete,peixaria_talho,PETA,11
9785,10461,Posta Pescada Grande Fresca,0.28,8.89,2.49,€,continete,peixaria_talho,PETA,11
9787,10463,Pescada Média do Cabo MSC para Fritar Ultracongelada,0.4,2.44,6.10,€,continete,peixaria_talho,PETA,11
9789,10465,Tranches de Pescada sem Pele Ultracongeladas,0.5,6.74,13.48,€,continete,peixaria_talho,PETA,11
9802,10478,Pescada Inteira Grande da América do Sul Congelada,1.05,4.49,4.71,€,continete,peixaria_talho,PETA,11
9804,10480,Medalhões de Pescada do Cabo Ultracongelada,2.0,23.57,11.79,€,continete,peixaria_talho,PETA,11
9806,10482,Rolo de Carne de Porco com Espinafres e Queijo,1.1,7.59,8.35,€,continete,peixaria_talho,PETA,1
9809,10485,Perninha de Frango,0.65,5.46,3.55,€,continete,peixaria_talho,PETA,10
9812,10488,Posta de Pescada do Chile nº5 Congelada,0.25,12.25,3.06,€,continete,peixaria_talho,PETA,11
9813,10489,Frango Completo aos Pedaços,0.8,2.82,2.26,€,continete,peixaria_talho,PETA,10
9819,10495,Filetes de Pescada do Cabo Ultracongelados,0.4,4.7,11.75,€,continete,peixaria_talho,PETA,11
9828,10504,Hambúrguer 100% Frango do Campo Congelado,0.4,6.59,16.48,€,continete,peixaria_talho,PETA,10
9831,10507,Pescada Inteira Média da América do Sul Congelada,0.8,5.65,4.52,€,continete,peixaria_talho,PETA,11
9833,10509,Espetada de Salmão e Atum,0.45,16.99,7.99,€,continete,peixaria_talho,PETA,12
9834,10510,Lombos de Pescada Fresca,0.4,9.89,3.96,€,continete,peixaria_talho,PETA,11
9848,10524,Cavala Fresca,0.64,2.82,0.90,€,continete,peixaria_talho,PETA,14
9852,10528,Redondos de Pescada do Cabo Ultracongelada,0.5,3.69,7.38,€,continete,peixaria_talho,PETA,11
9863,10539,Preparado para Arroz de Marisco Ultracongelado,0.5,4.51,9.02,€,continete,peixaria_talho,PETA,2
9865,10541,Posta de Pescada do Chile Nº5 para Cozer Ultracongelada,0.6,9.42,15.70,€,continete,peixaria_talho,PETA,11
9869,10545,Pescada Média Fresca,1.2,4.7,5.64,€,continete,peixaria_talho,PETA,11
9878,10554,Sardinha Inteira Nacional Congelada,1.0,4.23,4.23,€,continete,peixaria_talho,PETA,13
9879,10555,Medalhões de Pescada do Cabo Ultracongelada,1.1,10.29,9.35,€,continete,peixaria_talho,PETA,11
9880,10556,Canjinha de Frango do Campo,0.76,5.17,3.93,€,continete,peixaria_talho,PETA,10
9881,10557,Metades de Frango do Campo,1.0,3.76,3.76,€,continete,peixaria_talho,PETA,10
9884,10560,Fishburger de Pescada Ultracongelado,0.3,2.44,8.13,€,continete,peixaria_talho,PETA,11
9888,10564,Posta de Pescada para Cozer Congelada,0.5,2.99,5.98,€,continete,peixaria_talho,PETA,11
9893,10569,Anchovas com Azeite Virgem Extra,0.1,4.39,43.90,€,continete,peixaria_talho,PETA,22
9894,10570,Rabos de Pescada MSC Ultracongelado,1.5,4.7,3.13,€,continete,peixaria_talho,PETA,11
9901,10577,Porção de Atum Descongelado,0.12,2.99,24.92,€,continete,peixaria_talho,PETA,12
9903,10579,Lombos de Pescada do Cabo Congelada,0.36,4.61,12.81,€,continete,peixaria_talho,PETA,11
9917,10593,Postas de Pescada Nº5 do Cabo MSC Ultracongelada,0.8,8.99,11.24,€,continete,peixaria_talho,PETA,11
9921,10597,Lombo de Atum Descongelado,0.45,12.99,5.20,€,continete,peixaria_talho,PETA,12
9922,10598,Preparado para Arroz de Marisco Ultracongelado,0.8,5.49,6.86,€,continete,peixaria_talho,PETA,2
9930,10606,Sardinha Congelada,0.3,2.82,0.28,€,continete,peixaria_talho,PETA,13
9932,10608,Sardinha Pequena (Petinga) Fresca,0.3,4.24,0.13,€,continete,peixaria_talho,PETA,13
9956,10632,Hambúrguer Vegetariano de Espinafres,0.16,4.39,27.44,€,continete,peixaria_talho,PETA,19
9965,10641,Almôndegas de Cenoura,0.42,9.99,23.79,€,continete,peixaria_talho,PETA,20
9970,10646,Biqueirão em Azeite Virgem Extra,0.12,4.89,48.90,€,continete,peixaria_talho,PETA,22
9976,10652,Medalhões de Pescada do Cabo Ultracongelada,0.5,4.69,9.38,€,continete,peixaria_talho,PETA,11
9978,10654,Tataki de Atum MSC Congelado,0.15,4.39,29.27,€,continete,peixaria_talho,PETA,12
10011,10687,Pescada Inteira Nº 3 do Chile a Bordo Congelada,1.6,7.99,12.78,€,continete,peixaria_talho,PETA,11
10012,10688,Miúdos de Frango do Campo,0.6,3.29,1.97,€,continete,peixaria_talho,PETA,10
10026,10702,Almôndegas de Brócolos,0.42,9.99,23.79,€,continete,peixaria_talho,PETA,17
10029,10705,Hambúrguer de Espinafres,0.16,3.39,21.19,€,continete,peixaria_talho,PETA,19
10030,10706,Hambúrguer Cenoura e Algas,0.15,3.49,21.81,€,continete,peixaria_talho,PETA,20
10034,10710,Lombos Naturais de Pescada Ultracongelada,0.2,2.34,11.70,€,continete,peixaria_talho,PETA,11
10043,10719,Posta de Pescada para Fritar Congelada,0.5,2.79,5.58,€,continete,peixaria_talho,PETA,11
10045,10721,Lombos de Pescada do Cabo Ultracongelada,1.0,9.89,9.89,€,continete,peixaria_talho,PETA,11
10055,10731,Preparado para Arroz de Tamboril e Camarão Congelado,0.6,6.59,10.98,€,continete,peixaria_talho,PETA,2
10056,10732,Rabos de Pescada Fresca,0.3,3.29,10.97,€,continete,peixaria_talho,PETA,11
10059,10735,Perna de Frango,0.75,4.7,3.53,€,continete,peixaria_talho,PETA,10
10063,10739,Tataki de Atum Braseado MSC Ultracongelado,0.3,5.99,19.97,€,continete,peixaria_talho,PETA,12
10071,10747,Almôndegas Vegetarianas com Tomate,0.25,3.55,3.55,€,continete,peixaria_talho,PETA,15
10080,10756,Perninha de Frango do Campo,0.65,7.53,4.89,€,continete,peixaria_talho,PETA,10
10081,10757,Hambúrguer de Cereais com Queijo,0.16,3.49,21.81,€,continete,peixaria_talho,PETA,1
10099,10775,Miúdos de Frango,0.5,4.23,2.12,€,continete,peixaria_talho,PETA,10
10109,10785,Atum fumado Noruega,0.08,3.69,46.13,€,continete,peixaria_talho,PETA,12
10114,10790,Moelas de Frango,0.9,4.23,3.81,€,continete,peixaria_talho,PETA,10
10115,10791,Bifes de Soja com Molho Tomate,0.25,4.49,17.96,€,continete,peixaria_talho,PETA,15
10120,10796,Preparado para Massada de Marisco sem Glúten Congelado,0.8,7.53,9.41,€,continete,peixaria_talho,PETA,3
10123,10799,Muxama de Atum,0.11,5.69,51.73,€,continete,peixaria_talho,PETA,12
10137,10813,Pescada Inteira Grande do Cabo MSC Congelada,1.5,5.65,8.48,€,continete,peixaria_talho,PETA,11
10141,10817,Frango Inteiro com miúdos Biológico,2.5,8.0,20.00,€,continete,peixaria_talho,PETA,10
10142,10818,Porções De Atum-Albacora MSC Marinado Ultracongelado,0.25,5.99,23.96,€,continete,peixaria_talho,PETA,12
10151,10827,Atum com Molho de Alho,0.11,4.99,45.36,€,continete,peixaria_talho,PETA,12
10160,10836,Lombinhos de Frango Panados,0.4,10.69,4.28,€,continete,peixaria_talho,PETA,10
